comment,tokens
کوفتہ پلاؤ مٹن پلاؤ افغانی پلاؤ سبھی مزیدار ہوتےہیں,"['کوفتہ', 'پلاؤ', 'مٹن', 'پلاؤ', 'افغانی', 'پلاؤ', 'س', 'بھی', 'مزیدار', 'ہوتےہیں']"
فاروق بھائی کو کوفتے کی یخنی نکالنی نہیں آتی کوئی سکھادے,"['فاروق', 'بھائی', 'کو', 'کوفتے', 'کی', 'یخنی', 'نکالنی', 'نہیں', 'آتی', 'کوئی', 'سکھادے']"
کوفتوں کو سالن کی طرح پکاکر اس میں چاول ڈال دیں تیا,"['کوفتوں', 'کو', 'سالن', 'کی', 'طرح', 'پکاکر', 'اس', 'میں', 'چاول', 'ڈال', 'دیں', 'تیا']"
زبردست مزے کی لگ رہی ہے,"['زبردست', 'مزے', 'کی', 'لگ', 'ر', 'ہی', 'ہے']"
میں نے کچھ دن پہلے یہ بنائی تھی اس دن بہت گرمی تھی,"['میں', 'نے', 'کچھ', 'دن', 'پہلے', 'یہ', 'بنائی', 'تھی', 'اس', 'دن', 'بہت', 'گرمی', 'تھی']"
یہ تو ملائکہ گڑیا زبردست لگ رہی ہے اب کبھی کھلاؤ تو پتا چلے کہ کھانے میں کیسی ہے\xa0\xa0مجھے اچھے کھانے کھانے کا بہت شوق ہے پر بنانے نہیں آتے\xa0\xa0ابھی بیگم صاحبہ کو پڑھاتا ہوں ترکیب,"['یہ', 'تو', 'ملائکہ', 'گڑیا', 'زبردست', 'لگ', 'ر', 'ہی', 'ہے', 'اب', 'ک', 'بھی', 'کھلاؤ', 'تو', 'پتا', 'چلے', 'کہ', 'کھا', 'نے', 'میں', 'کیسی', 'ہے', 'مجھے', 'اچھے', 'کھا', 'نے', 'کھا', 'نے', 'کا', 'بہت', 'شوق', 'ہے', 'پر', 'بنا', 'نے', 'نہیں', 'آتے', 'ا', 'بھی', 'بیگم', 'صاحبہ', 'کو', 'پڑھاتا', 'ہوں', 'ترکیب']"
کامیاب شادی شدہ زندگی کی پہلی شرط اچھے کھانے پکانے آنا,"['کامیاب', 'شادی', 'شدہ', 'زندگی', 'کی', 'پہلی', 'شرط', 'اچھے', 'کھا', 'نے', 'پکا', 'نے', 'آنا']"
ایک بات بتاؤں میری بیگم ٹماٹر کی چٹنی کے ساتھ بناتی ہیں کھچڑی اور وہ اتنے مزے کی ہوتی ہے کہ بس,"['ایک', 'بات', 'بتاؤں', 'میری', 'بیگم', 'ٹماٹر', 'کی', 'چٹنی', 'کے', 'ساتھ', 'بناتی', 'ہیں', 'کھچڑی', 'اور', 'وہ', 'ات', 'نے', 'مزے', 'کی', 'ہوتی', 'ہے', 'کہ', 'بس']"
لوگ حیرت کرتے ہیں جب میں اپنی فیورٹ ڈ ش ز میں بیگم کے ہاتھ کی کھچڑی بتاتا ہوں,"['لوگ', 'حیرت', 'کرتے', 'ہیں', 'جب', 'میں', 'اپنی', 'فیورٹ', 'ڈ', 'ش', 'ز', 'میں', 'بیگم', 'کے', 'ہاتھ', 'کی', 'کھچڑی', 'بتاتا', 'ہوں']"
کھچڑی بمعہ ٹماٹر کی چٹنی,"['کھچڑی', 'بمعہ', 'ٹماٹر', 'کی', 'چٹنی']"
میری پسندیدہ رائس ڈش,"['میری', 'پسندیدہ', 'رائس', 'ڈش']"
ویسے یہ عام سی ترکیب تو ساری خواتین کو آتی ہی ہونگی\xa0مجھے کھانے کا اتنا شوق نہیں جتنا پکانے کا ہے وہ تو میرے پاس وقت نہیں ہوتا ورنہ تو گھر کا بجٹ ہی آؤٹ ہوجائ,"['وی', 'سے', 'یہ', 'عام', 'سی', 'ترکیب', 'تو', 'ساری', 'خواتین', 'کو', 'آتی', 'ہی', 'ہونگی', 'مجھے', 'کھا', 'نے', 'کا', 'اتنا', 'شوق', 'نہیں', 'جتنا', 'پکا', 'نے', 'کا', 'ہے', 'وہ', 'تو', 'میرے', 'پاس', 'وقت', 'نہیں', 'ہوتا', 'ورنہ', 'تو', 'گھر', 'کا', 'بجٹ', 'ہی', 'آؤٹ', 'ہوجائ']"
بھئی یہ تو سچ ہے\xa0لیکن کچھ لوگوں کو ویسے بھی شوق ہوتا ہ,"['بھئی', 'یہ', 'تو', 'سچ', 'ہے', 'لیکن', 'کچھ', 'لوگوں', 'کو', 'وی', 'سے', 'بھی', 'شوق', 'ہوتا', 'ہ']"
مجھے بھی بنانی آتی ہے ٹماٹر کی چنٹی میں نے اپنی مامی سے سیکھی تھی,"['مجھے', 'بھی', 'بنانی', 'آتی', 'ہے', 'ٹماٹر', 'کی', 'چنٹی', 'میں', 'نے', 'اپنی', 'مامی', 'سے', 'سیکھی', 'تھی']"
جب ہمارے گھر میں بھی کوئی بیمار ہوتا ہے جب بنتی ہے اور جب بہت زیادہ گرمی ہو اور کچھ اور کھانے کا دل نا کرے ج,"['جب', 'ہمارے', 'گھر', 'میں', 'بھی', 'کوئی', 'بیمار', 'ہوتا', 'ہے', 'جب', 'بنتی', 'ہے', 'اور', 'جب', 'بہت', 'زیادہ', 'گرمی', 'ہو', 'اور', 'کچھ', 'اور', 'کھا', 'نے', 'کا', 'دل', 'نا', 'کرے', 'ج']"
ٹھیک ہے جب بنائیں گی تو تصویر بھی لگانی ہے,"['ٹھیک', 'ہے', 'جب', 'بنائیں', 'گی', 'تو', 'تصویر', 'بھی', 'لگانی', 'ہے']"
اگر تمہارے والے جتنی اچھی بن گئی تو پھر لگاؤں گ,"['اگر', 'تمہارے', 'والے', 'جتنی', 'اچھی', 'بن', 'گئی', 'تو', 'پھر', 'لگاؤں', 'گ']"
کبھی ایسا ہو کہ وہ وہمارے ہاں کی کھچڑی ٹماٹر کی چٹنی کے ساتھ کھائیں تو پھر پوچھوں,"['ک', 'بھی', 'ایسا', 'ہو', 'کہ', 'وہ', 'وہمارے', 'ہاں', 'کی', 'کھچڑی', 'ٹماٹر', 'کی', 'چٹنی', 'کے', 'ساتھ', 'کھائیں', 'تو', 'پھر', 'پوچھوں']"
وہ بھابھی سے پوچھ کر یہاں ریسپی لکھ دیں ناں,"['وہ', 'بھا', 'بھی', 'سے', 'پوچھ', 'کر', 'یہاں', 'ریسپی', 'لکھ', 'دیں', 'نا', 'ں']"
کوئی بعد نہیں جب دل کرے گا جب بنا لے گی ایسی بھی کوئی بات نہی,"['کوئی', 'بعد', 'نہیں', 'جب', 'دل', 'کرے', 'گا', 'جب', 'بنا', 'لے', 'گی', 'ایسی', 'بھی', 'کوئی', 'بات', 'ن', 'ہی']"
میں نے بھی کہا کہ یہ آپ کے بیٹے بنتے پھرتے ہیں ناں ماں کے ہاتھ کا سواد انہیں بھی چکھنے کا مکمل حق ہے,"['میں', 'نے', 'بھی', 'کہا', 'کہ', 'یہ', 'آپ', 'کے', 'بیٹے', 'بنتے', 'پھرتے', 'ہیں', 'نا', 'ں', 'ماں', 'کے', 'ہاتھ', 'کا', 'سواد', 'انہیں', 'بھی', 'چکھ', 'نے', 'کا', 'مکمل', 'حق', 'ہے']"
یہ اتنی عجیب بنی کہ فوٹو بھی عجیب ہو گ,"['یہ', 'اتنی', 'عجیب', 'بنی', 'کہ', 'فوٹو', 'بھی', 'عجیب', 'ہو', 'گ']"
اس ترکیب میں یہ خاص ہے کہ اس میں دال اور چاول قسطوں میں ڈالے جاتے ہیں جبکہ ہم نے جب بھی کھچڑی بنائی ہمیشہ دونوں کو ایک ساتھ ڈالا,"['اس', 'ترکیب', 'میں', 'یہ', 'خاص', 'ہے', 'کہ', 'اس', 'میں', 'دال', 'اور', 'چاول', 'قسطوں', 'میں', 'ڈالے', 'جاتے', 'ہیں', 'جبکہ', 'ہم', 'نے', 'جب', 'بھی', 'کھچڑی', 'بنائی', 'ہمیشہ', 'دونوں', 'کو', 'ایک', 'ساتھ', 'ڈالا']"
زبردست ترکیب ملائکہ,"['زبردست', 'ترکیب', 'ملائکہ']"
گرلڈ سبزیاں تو ویسے بھی میرے پسندیدہ کھانوں میں سے ہیںاب کھچڑی کے ساتھ بھی بناؤں گی بلکہ اگر موڈ ہوا تو شاید آج ہی بنا لوں,"['گرلڈ', 'سبزیاں', 'تو', 'وی', 'سے', 'بھی', 'میرے', 'پسندیدہ', 'کھانوں', 'میں', 'سے', 'ہیںاب', 'کھچڑی', 'کے', 'ساتھ', 'بھی', 'بناؤں', 'گی', 'بلکہ', 'اگر', 'موڈ', 'ہوا', 'تو', 'شاید', 'آج', 'ہی', 'بنا', 'لوں']"
شیئرنگ کے لئے بہت شکریہ,"['شیئرنگ', 'کے', 'لئے', 'بہت', 'شکریہ']"
الیکشن کھچڑی کی ترکیب بھی لکھیں ن,"['الیکشن', 'کھچڑی', 'کی', 'ترکیب', 'بھی', 'لکھیں', 'ن']"
جی ایک دفعہ تو میں نے ساتھ ہی ڈالی تھی اب امی سے پوچھا تو امی نے یہی طریقہ بتایا اس لئے اسی طرح بنا دی میں نے,"['جی', 'ایک', 'دفعہ', 'تو', 'میں', 'نے', 'ساتھ', 'ہی', 'ڈالی', 'تھی', 'اب', 'امی', 'سے', 'پوچھا', 'تو', 'امی', 'نے', 'ی', 'ہی', 'طریقہ', 'بتایا', 'اس', 'لئے', 'اسی', 'طرح', 'بنا', 'دی', 'میں', 'نے']"
ٹھیک ہے آپ آج ہی بنا لیں بہت مزا آتا ہے,"['ٹھیک', 'ہے', 'آپ', 'آج', 'ہی', 'بنا', 'لیں', 'بہت', 'مزا', 'آتا', 'ہے']"
کریں کوشش بالکل پھر تصویر بھی لگانی ہے,"['کریں', 'کوشش', 'بالکل', 'پھر', 'تصویر', 'بھی', 'لگانی', 'ہے']"
میں ن ے سوچا رسک نا لوں پہلے ہی بہت بھوک لگی ہے اس لیے فریزر سے کئی سال کی برف بنی ہوئی بھنڈی بنا ڈالی کچھڑی تب بنائیں گے جب بھوک کا لیول زندگی مو ت والا نا ہو,"['میں', 'ن', 'ے', 'سوچا', 'رسک', 'نا', 'لوں', 'پہلے', 'ہی', 'بہت', 'بھوک', 'لگی', 'ہے', 'اس', 'لیے', 'فریزر', 'سے', 'کئی', 'سال', 'کی', 'برف', 'بنی', 'ہوئی', 'بھنڈی', 'بنا', 'ڈالی', 'کچھڑی', 'تب', 'بنائیں', 'گے', 'جب', 'بھوک', 'کا', 'لیول', 'زندگی', 'مو', 'ت', 'والا', 'نا', 'ہو']"
ہمممم مزے کی لگ رہی ہے ایسی میں بھی بناتی رہتی ہوں,"['ہمممم', 'مزے', 'کی', 'لگ', 'ر', 'ہی', 'ہے', 'ایسی', 'میں', 'بھی', 'بناتی', 'رہتی', 'ہوں']"
ھممم ب ہت مزے کی لگ رہی ہےمجھے پسند بھی ہے اور میں بناتی بھی ہوں میرے بھتیجے بھتیجیاں شوق سے کھاتے ہیں بہت مزے کی لگ رہی ہےملائکہ میرے لیے بھی بنا کے بھیجو نہ,"['ھممم', 'ب', 'ہت', 'مزے', 'کی', 'لگ', 'ر', 'ہی', 'ہےمجھے', 'پسند', 'بھی', 'ہے', 'اور', 'میں', 'بناتی', 'بھی', 'ہوں', 'میرے', 'بھتیجے', 'بھتیجیاں', 'شوق', 'سے', 'کھاتے', 'ہیں', 'بہت', 'مزے', 'کی', 'لگ', 'ر', 'ہی', 'ہےملائکہ', 'میرے', 'لیے', 'بھی', 'بنا', 'کے', 'بھیجو', 'نہ']"
واہ بھئی واہ بھتیجی تو بہت سگھڑ ہیں,"['واہ', 'بھئی', 'واہ', 'بھتیجی', 'تو', 'بہت', 'سگھڑ', 'ہیں']"
کوریئر ہوسکتی ہے یہ ڈش اگر بنائی جائے ت,"['کوریئر', 'ہوسکتی', 'ہے', 'یہ', 'ڈش', 'اگر', 'بنائی', 'جائے', 'ت']"
چلو بھئی مطلب بھتیجے اور بھتیجیوں کے لئے بنا لیتی ہیں پر اپنے نہیں یہ کیا بات ہوئی بھلا شاباش اپنے لئے بھی تھوڑی سی محنت کری,"['چلو', 'بھئی', 'مطلب', 'بھتیجے', 'اور', 'بھتیجیوں', 'کے', 'لئے', 'بنا', 'لیتی', 'ہیں', 'پر', 'اپ', 'نے', 'نہیں', 'یہ', 'کیا', 'بات', 'ہوئی', 'بھلا', 'شاباش', 'اپ', 'نے', 'لئے', 'بھی', 'تھوڑی', 'سی', 'محنت', 'کری']"
صبح ہوگئی ہے اٹھ جائیں اور خود بنائیں بھائی,"['صبح', 'ہوگئی', 'ہے', 'اٹھ', 'جائیں', 'اور', 'خود', 'بنائیں', 'بھائی']"
خود اپنے لیا بنا تو لوں لیکن پھر کھائی نہیں جاتی کوئی اور بنا کے دے ہ پھر بہت مزا آتا ہے کھانے میں ت تو اتنی اچھی بناتی ہو تو میرے لیے بھی بناؤ نا,"['خود', 'اپ', 'نے', 'لیا', 'بنا', 'تو', 'لوں', 'لیکن', 'پھر', 'کھائی', 'نہیں', 'جاتی', 'کوئی', 'اور', 'بنا', 'کے', 'دے', 'ہ', 'پھر', 'بہت', 'مزا', 'آتا', 'ہے', 'کھا', 'نے', 'میں', 'ت', 'تو', 'اتنی', 'اچھی', 'بناتی', 'ہو', 'تو', 'میرے', 'لیے', 'بھی', 'بناؤ', 'نا']"
خود ہی بنانا ہے,"['خود', 'ہی', 'بنانا', 'ہے']"
حیدرآبادی کھٹی دال اور چاول بناکر کھاؤں گا,"['حیدرآبادی', 'کھٹی', 'دال', 'اور', 'چاول', 'بناکر', 'کھاؤں', 'گا']"
یہ تو بہت مزے کی لگ رہی ہے زبردست ملائک,"['یہ', 'تو', 'بہت', 'مزے', 'کی', 'لگ', 'ر', 'ہی', 'ہے', 'زبردست', 'ملائک']"
یمی یمی یمی,"['یمی', 'یمی', 'یمی']"
بس میں بھی بنانے والی ہوں یہ,"['بس', 'میں', 'بھی', 'بنا', 'نے', 'والی', 'ہوں', 'یہ']"
بہت خوب ملائکہ میں بھی ٹرائی کروں گی,"['بہت', 'خوب', 'ملائکہ', 'میں', 'بھی', 'ٹرائی', 'کروں', 'گی']"
ضرور کریں اسی لئے تو ریسپی لکھی ہے اور جب بنائیں ایک تصویر ضرور لے لی,"['ضرور', 'کریں', 'اسی', 'لئے', 'تو', 'ریسپی', 'لکھی', 'ہے', 'اور', 'جب', 'بنائیں', 'ایک', 'تصویر', 'ضرور', 'لے', 'لی']"
میں تو آج یا کل ہی ٹرائی کرتا ہوں,"['میں', 'تو', 'آج', 'یا', 'کل', 'ہی', 'ٹرائی', 'کرتا', 'ہوں']"
یمی,['یمی']
مزہ آ گیا,"['مزہ', 'آ', 'گیا']"
خود بنائیں مزے اڑائیں یہ تو میرے گھر والوں کے لئے ہی,"['خود', 'بنائیں', 'مزے', 'اڑائیں', 'یہ', 'تو', 'میرے', 'گھر', 'والوں', 'کے', 'لئے', 'ہی']"
ان کی سب سے بڑی خوبی یہ ہے کہ ساری چیزیں ہی آسانی سے گھر میں ملنے والی ہیں,"['ان', 'کی', 'سب', 'سے', 'بڑی', 'خوبی', 'یہ', 'ہے', 'کہ', 'ساری', 'چیزیں', 'ہی', 'آسانی', 'سے', 'گھر', 'میں', 'مل', 'نے', 'والی', 'ہیں']"
ترکیب تو زبردست ہے ملائکہ پر یہاں میں نے برڈ شاپ پہ پتا کیا تو مریل سا الو کا تھا کیا ہم اس ریسیپی میں الو کی جگہ بٹیر استعمال کر سکتے ہیں کیونکہ وہ تھوڑے سستے بھی ہیں اور نسبتا آسانی سے مل بھی جاتے ہیں,"['ترکیب', 'تو', 'زبردست', 'ہے', 'ملائکہ', 'پر', 'یہاں', 'میں', 'نے', 'برڈ', 'شاپ', 'پہ', 'پتا', 'کیا', 'تو', 'مریل', 'سا', 'الو', 'کا', 'تھا', 'کیا', 'ہم', 'اس', 'ریسیپی', 'میں', 'الو', 'کی', 'جگہ', 'بٹیر', 'استعمال', 'کر', 'سکتے', 'ہیں', 'کیونکہ', 'وہ', 'تھوڑے', 'سستے', 'بھی', 'ہیں', 'اور', 'نسبتا', 'آسانی', 'سے', 'مل', 'بھی', 'جاتے', 'ہیں']"
ہاہاہا,['ہاہاہا']
کیا غلطی پکڑی ہے,"['کیا', 'غلطی', 'پکڑی', 'ہے']"
ہر لفظ پر نظر,"['ہر', 'لفظ', 'پر', 'نظر']"
ہممم میرا حصہ بچا یا سارے چٹ کرگئے,"['ہممم', 'میرا', 'حصہ', 'بچا', 'یا', 'سارے', 'چٹ', 'کرگئے']"
اچھا بھئی صحیح کررہی ہوں جلدی جلدی میں تو ایسا ہوتا ہی ہے\xa0امجد میانداد,"['اچھا', 'بھئی', 'صحیح', 'کرر', 'ہی', 'ہوں', 'جلدی', 'جلدی', 'میں', 'تو', 'ایسا', 'ہوتا', 'ہی', 'ہے', 'امجد', 'میانداد']"
جی بالکل میں نے تو بس تصویریں بھی ایسے ہی فٹافٹ لی تھیں ان دیکھا ہے تو بہت اچھی لگ رہی ہیں اور اس میں میری محبت بھی شامل ہے تو اسی لئے ہر لحاظ سے پرفیک,"['جی', 'بالکل', 'میں', 'نے', 'تو', 'بس', 'تصویریں', 'بھی', 'ای', 'سے', 'ہی', 'فٹافٹ', 'لی', 'تھیں', 'ان', 'دیکھا', 'ہے', 'تو', 'بہت', 'اچھی', 'لگ', 'ر', 'ہی', 'ہیں', 'اور', 'اس', 'میں', 'میری', 'محبت', 'بھی', 'شامل', 'ہے', 'تو', 'اسی', 'لئے', 'ہر', 'لحاظ', 'سے', 'پرفیک']"
وہ خیر ہے اس کی میں عادی ہوں اور تصویر بھی ضرور شئیر کروں گی اگر تمہارے جتنے اچھے بن گئے تو,"['وہ', 'خیر', 'ہے', 'اس', 'کی', 'میں', 'عادی', 'ہوں', 'اور', 'تصویر', 'بھی', 'ضرور', 'شئیر', 'کروں', 'گی', 'اگر', 'تمہارے', 'جت', 'نے', 'اچھے', 'بن', 'گئے', 'تو']"
مجھے تو نہین آ سکتے بنانے ہاں بنوا سکتی ہوں آپا جانی سے ہاہاہاہ,"['مجھے', 'تو', 'نہین', 'آ', 'سکتے', 'بنا', 'نے', 'ہاں', 'بنوا', 'سکتی', 'ہوں', 'آپا', 'جانی', 'سے', 'ہاہاہاہ']"
نہیں جناب الو کا کوئی متبادل نہیں اور بٹیر تو بالکل بھی نہیں زیادہ سے زیادہ الو کی جگہ آپ الو کا پٹھا استعمال کر سکتے ہی,"['نہیں', 'جناب', 'الو', 'کا', 'کوئی', 'متبادل', 'نہیں', 'اور', 'بٹیر', 'تو', 'بالکل', 'بھی', 'نہیں', 'زیادہ', 'سے', 'زیادہ', 'الو', 'کی', 'جگہ', 'آپ', 'الو', 'کا', 'پٹھا', 'استعمال', 'کر', 'سکتے', 'ہی']"
فرنچ ٹوسٹ کو کرسپی بنانے کے لیے اسے فرائی پین کی بجائے روٹی والے توے پر بناے تو وہ زیادہ کرسپی بنے گا,"['فرنچ', 'ٹوسٹ', 'کو', 'کرسپی', 'بنا', 'نے', 'کے', 'لیے', 'ا', 'سے', 'فرائی', 'پین', 'کی', 'بجائے', 'روٹی', 'والے', 'توے', 'پر', 'بناے', 'تو', 'وہ', 'زیادہ', 'کرسپی', 'ب', 'نے', 'گا']"
تربوز گرمیوں کا پهل ہے جو نہایت فرحت بخش اور سرد تاثیر رکهتا ہے,"['تربوز', 'گرمیوں', 'کا', 'پهل', 'ہے', 'جو', 'نہایت', 'فرحت', 'بخش', 'اور', 'سرد', 'تاثیر', 'رکهتا', 'ہے']"
اس میں شامل وٹامن بی جگر کے لیے نہایت مفید ہے,"['اس', 'میں', 'شامل', 'وٹامن', 'بی', 'جگر', 'کے', 'لیے', 'نہایت', 'مفید', 'ہے']"
ان گرمیوں میں تربوز کا استعمال زیادہ سے زیادہ کیجئے اور گرمی اور مختلف بیماریوں سے محفوظ رہئیے,"['ان', 'گرمیوں', 'میں', 'تربوز', 'کا', 'استعمال', 'زیادہ', 'سے', 'زیادہ', 'کیجئے', 'اور', 'گرمی', 'اور', 'مختلف', 'بیماریوں', 'سے', 'محفوظ', 'رہئیے']"
لگتا ہے کھانے میں بہت مزیدار ہو گی,"['لگتا', 'ہے', 'کھا', 'نے', 'میں', 'بہت', 'مزیدار', 'ہو', 'گی']"
مرغی ٹماٹر لوبیا اور جھینگا بھی دکھ رہا ہے,"['مرغی', 'ٹماٹر', 'لوبیا', 'اور', 'جھینگا', 'بھی', 'دکھ', 'رہا', 'ہے']"
یم یم یمی ترکیب کا انتظار,"['یم', 'یم', 'یمی', 'ترکیب', 'کا', 'انتظار']"
جزاک اللہ خیرا نایاب بھائی اور خلیل بھائی ترکیب ان شاءاللہ آج شامل کروں گی,"['جزاک', 'اللہ', 'خیرا', 'نا', 'یاب', 'بھائی', 'اور', 'خلیل', 'بھائی', 'ترکیب', 'ان', 'شاءاللہ', 'آج', 'شامل', 'کروں', 'گی']"
بہت خوب,"['بہت', 'خوب']"
چکن اور انناس دیکھ کر شاک لگا تھا مگر آپ دل للچایا تو میکسیکن کھانے چلے گئے,"['چکن', 'اور', 'انناس', 'دیکھ', 'کر', 'شاک', 'لگا', 'تھا', 'مگر', 'آپ', 'دل', 'للچایا', 'تو', 'میکسیکن', 'کھا', 'نے', 'چلے', 'گئے']"
ترکیب کب بھیجیں گی آپ,"['ترکیب', 'کب', 'بھیجیں', 'گی', 'آپ']"
بس یہیں دیکھ کر دل للچاتے رہیں اس ڈش کے لیئے,"['بس', 'یہیں', 'دیکھ', 'کر', 'دل', 'للچاتے', 'رہیں', 'اس', 'ڈش', 'کے', 'لیئے']"
تاخیر کے لیے معذرت ترکیب شامل کر دی ہے,"['تاخیر', 'کے', 'لیے', 'معذرت', 'ترکیب', 'شامل', 'کر', 'دی', 'ہے']"
توار کو بنانے کا ارادہ کیا ہے یہ ڈش,"['توار', 'کو', 'بنا', 'نے', 'کا', 'ارادہ', 'کیا', 'ہے', 'یہ', 'ڈش']"
بن گئی تو تصاویر شیئر کروں گا,"['بن', 'گئی', 'تو', 'تصاویر', 'شیئر', 'کروں', 'گا']"
انناس کا فریش جوش لینا ہے یا ڈبے والا بھی چل جائے گا,"['انناس', 'کا', 'فریش', 'جوش', 'لینا', 'ہے', 'یا', 'ڈبے', 'والا', 'بھی', 'چل', 'جائے', 'گا']"
ترکیب میں شامل ہر شئے ہی کمال کی ہے,"['ترکیب', 'میں', 'شامل', 'ہر', 'شئے', 'ہی', 'کمال', 'کی', 'ہے']"
ان شاء اللہ مزیدار ہو گی,"['ان', 'شاء', 'اللہ', 'مزیدار', 'ہو', 'گی']"
واہہہہ سردیوں کا خاص تحفہ ہے یہ گاجر کا حلوہ بھی,"['واہہہہ', 'سردیوں', 'کا', 'خاص', 'تحفہ', 'ہے', 'یہ', 'گاجر', 'کا', 'حلوہ', 'بھی']"
اب رول بننے کی زحمت کون کرے چائے کے ساتھ گاجر حلوہ ہو تو چائے پینے کا مزا بھی دوبالا ہو جاتا ہے,"['اب', 'رول', 'بن', 'نے', 'کی', 'زحمت', 'کون', 'کرے', 'چائے', 'کے', 'ساتھ', 'گاجر', 'حلوہ', 'ہو', 'تو', 'چائے', 'پی', 'نے', 'کا', 'مزا', 'بھی', 'دوبالا', 'ہو', 'جاتا', 'ہے']"
باقی تو سب ٹھیک ہے مگر یہ ٹھنڈے اور گرم کا امتزاج سمجھ میں نہ آیا,"['باقی', 'تو', 'سب', 'ٹھیک', 'ہے', 'مگر', 'یہ', 'ٹھنڈے', 'اور', 'گرم', 'کا', 'امتزاج', 'سمجھ', 'میں', 'نہ', 'آیا']"
پ رول کو ٹھنڈے تو ہونے دیں بھائی پہلے میری باری ہے,"['پ', 'رول', 'کو', 'ٹھنڈے', 'تو', 'ہو', 'نے', 'دیں', 'بھائی', 'پہلے', 'میری', 'باری', 'ہے']"
رول اور گاجر کا حلوہ دونوں کا مزہ گرم کھانے میں ہی آتا ہے,"['رول', 'اور', 'گاجر', 'کا', 'حلوہ', 'دونوں', 'کا', 'مزہ', 'گرم', 'کھا', 'نے', 'میں', 'ہی', 'آتا', 'ہے']"
کریم رول تو ٹھنڈے ہی کھاتے تھے بجپن میں,"['کریم', 'رول', 'تو', 'ٹھنڈے', 'ہی', 'کھاتے', 'تھے', 'بجپن', 'میں']"
اس رول کا انداز کریمانہ نہیں ہے,"['اس', 'رول', 'کا', 'انداز', 'کریمانہ', 'نہیں', 'ہے']"
منہ سے رال ایسے بہ رہی ہے جیسے واٹر سپلائی والا پائپ لیک ہو گیا ہو منہ میں,"['منہ', 'سے', 'رال', 'ای', 'سے', 'بہ', 'ر', 'ہی', 'ہے', 'جی', 'سے', 'واٹر', 'سپلائی', 'والا', 'پائپ', 'لیک', 'ہو', 'گیا', 'ہو', 'منہ', 'میں']"
چھوڑیں بھائی ساری باتیں ہمیں تو بس یہ پتہ لگ جائے کہ عندلیب آپی نے بنا کر رکھے کہاں ہے پھر ہم جانے اور رول جانے,"['چھوڑیں', 'بھائی', 'ساری', 'باتیں', 'ہمیں', 'تو', 'بس', 'یہ', 'پتہ', 'لگ', 'جائے', 'کہ', 'عندلیب', 'آپی', 'نے', 'بنا', 'کر', 'رکھے', 'کہاں', 'ہے', 'پھر', 'ہم', 'جا', 'نے', 'اور', 'رول', 'جا', 'نے']"
ہم بھی افضل بھائی کی بات کی تائید کرتے ہیں کہ دکھنے میں بہت لذید لگ رہے ہیں,"['ہم', 'بھی', 'افضل', 'بھائی', 'کی', 'بات', 'کی', 'تائید', 'کرتے', 'ہیں', 'کہ', 'دکھ', 'نے', 'میں', 'بہت', 'لذید', 'لگ', 'رہے', 'ہیں']"
گاجر کا حلوہ کھانے کا مزہ تو صرف حلوے میں ہی ہے,"['گاجر', 'کا', 'حلوہ', 'کھا', 'نے', 'کا', 'مزہ', 'تو', 'صرف', 'حلوے', 'میں', 'ہی', 'ہے']"
پہلے حلوہ بنائیں اور پھر رول بننے کا انتظار,"['پہلے', 'حلوہ', 'بنائیں', 'اور', 'پھر', 'رول', 'بن', 'نے', 'کا', 'انتظار']"
واہ کیا بات ہے,"['واہ', 'کیا', 'بات', 'ہے']"
زبردست سارہ آج تو بہت محنت کی ہے تم نے اسی طرح کرتی رہنا,"['زبردست', 'سارہ', 'آج', 'تو', 'بہت', 'محنت', 'کی', 'ہے', 'تم', 'نے', 'اسی', 'طرح', 'کرتی', 'رہنا']"
مگر پسندے ہوتے کیا ہیں,"['مگر', 'پسندے', 'ہوتے', 'کیا', 'ہیں']"
پسندے وہ ہوتے ہیں جو اگر اچھے پکے ہوں تو کھانے والوں کو بہت پسند آتے ہیں,"['پسندے', 'وہ', 'ہوتے', 'ہیں', 'جو', 'اگر', 'اچھے', 'پکے', 'ہوں', 'تو', 'کھا', 'نے', 'والوں', 'کو', 'بہت', 'پسند', 'آتے', 'ہیں']"
گوشت ایک مخصوص شکل میں کٹ کیا ہوا ہوتا ہے,"['گوشت', 'ایک', 'مخصوص', 'شکل', 'میں', 'کٹ', 'کیا', 'ہوا', 'ہوتا', 'ہے']"
چلو اچھا ہے نا جو کچن سنبھال لیا ہے,"['چلو', 'اچھا', 'ہے', 'نا', 'جو', 'کچن', 'سنبھال', 'لیا', 'ہے']"
یہ گوشت کے بالکل چھوٹے چھوٹے ایک انچ کے لگ بھگ پتلے ٹکڑے کرنے کو پسندے کہتے ہیں,"['یہ', 'گوشت', 'کے', 'بالکل', 'چھوٹے', 'چھوٹے', 'ایک', 'انچ', 'کے', 'لگ', 'بھگ', 'پتلے', 'ٹکڑے', 'کر', 'نے', 'کو', 'پسندے', 'کہتے', 'ہیں']"
کیا یہ گائے کے کسی خاص حصے کا گوشت ہوتا ہے یا کچھ بھی استعمال کیا جا سکتا ہے,"['کیا', 'یہ', 'گائے', 'کے', 'کسی', 'خاص', 'حصے', 'کا', 'گوشت', 'ہوتا', 'ہے', 'یا', 'کچھ', 'بھی', 'استعمال', 'کیا', 'جا', 'سکتا', 'ہے']"
